"","Ts","AreaCode","CatNum","Severity","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24","y25","y26","y27","y28","y29","y30","y31","y32","y33","y34","y35","y36","y37","y38","y39","y40","y41","y42","y43","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y58","y59","y60","y61","y62","y63","y64","y65","y66","y67","y68","y69","y70","y71","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","y82","y83","y84","y85","y86","y87","y88","y89","AtAb90"
"273","Khampat(ST)","AREA # 050652","1","No - no difficulty","151","401","470","433","426","432","376","380","349","319","246","184","118","95","56","30","11","14","4","2","1","2","1","5","1","-","3","1","2","-","1","1","-","1","1","1","-","-","2","-","-","-","1","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-"
"274","Khampat(ST)","AREA # 050652","2","Yes - some difficulty","1","1","2","3","-","-","-","-","3","1","2","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"275","Khampat(ST)","AREA # 050652","3","Yes - a lot of difficulty","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"276","Mawlaik","AREA # 050701","1","No - no difficulty","198","444","500","493","508","551","452","511","405","304","210","167","133","96","89","53","27","17","8","7","4","5","3","4","4","1","3","1","4","4","3","3","3","3","1","3","1","1","1","1","1","1","2","1","2","-","-","-","1","1","1","1","1","-","2","1","2","-","-","-","-","-","1","-","-","2","1","-","-","-","1","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-"
"277","Mawlaik","AREA # 050701","2","Yes - some difficulty","-","2","-","1","-","1","-","-","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"278","Mawlaik","AREA # 050701","3","Yes - a lot of difficulty","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"279","Phaungpyin","AREA # 050702","1","No - no difficulty","576","1173","1299","1230","1240","1233","1053","1182","1098","767","533","380","269","228","118","96","35","24","11","12","12","12","8","5","8","5","3","3","2","3","6","5","4","1","2","2","4","5","3","3","2","1","1","1","2","5","4","-","-","-","1","1","1","3","2","3","1","-","1","1","-","-","-","1","1","3","-","1","-","1","3","1","2","1","1","1","1","-","1","-","-","1","-","-","-","-"
"280","Phaungpyin","AREA # 050702","2","Yes - some difficulty","-","-","-","1","1","2","1","-","1","1","2","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"281","Phaungpyin","AREA # 050702","3","Yes - a lot of difficulty","-","-","-","1","-","-","-","-","-","1","2","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"282","Phaungpyin","AREA # 050702","4","Yes - cannot see at all","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"283","Hkamti","AREA # 050801","1","No - no difficulty","133","347","382","412","365","379","378","356","416","330","270","220","194","172","90","59","28","13","19","12","12","5","2","7","2","2","3","2","1","3","1","1","2","1","-","4","1","1","-","1","3","2","-","1","-","1","1","2","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-"
"284","Hkamti","AREA # 050801","2","Yes - some difficulty","-","-","-","-","-","2","-","2","-","2","-","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"285","Hkamti","AREA # 050801","3","Yes - a lot of difficulty","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"286","Homalin","AREA # 050802","1","No - no difficulty","1167","2259","2518","2506","2449","2447","2185","2504","2193","1518","1030","793","605","442","226","171","109","67","35","31","29","22","18","19","18","16","6","4","4","7","5","8","2","3","2","5","2","6","2","2","4","1","5","2","8","2","2","2","3","-","-","-","1","1","-","2","2","1","3","-","2","-","2","2","1","1","-","-","2","2","4","3","2","1","-","-","1","-","-","-","-","-","1","1","1","3"
"287","Homalin","AREA # 050802","2","Yes - some difficulty","-","-","1","2","5","1","3","2","-","-","3","3","-","2","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"288","Homalin","AREA # 050802","3","Yes - a lot of difficulty","-","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"289","Homalin","AREA # 050802","4","Yes - cannot see at all","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"290","Leshi","AREA # 050803","1","No - no difficulty","52","103","100","116","107","109","88","69","74","82","63","59","36","35","17","19","6","4","3","4","2","1","2","2","1","1","-","-","1","-","-","-","1","1","-","-","-","1","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"291","Leshi","AREA # 050803","2","Yes - some difficulty","-","1","-","-","1","3","-","-","1","1","-","3","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"292","Leshi","AREA # 050803","3","Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"293","Lahe","AREA # 050804","1","No - no difficulty","90","149","201","269","232","345","176","236","210","198","205","125","90","89","49","59","15","14","10","9","10","1","2","6","4","3","-","1","-","1","-","1","2","1","-","1","-","1","-","-","1","1","-","-","-","-","-","-","1","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-"
"294","Nanyun","AREA # 050805","1","No - no difficulty","37","64","76","98","95","97","83","95","90","93","68","62","41","35","24","13","6","5","2","3","1","1","2","1","-","1","-","1","1","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"295","Mobaingluk(ST)","AREA # 050851","1","No - no difficulty","11","17","20","9","20","8","5","16","15","10","6","9","3","3","1","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"296","Mobaingluk(ST)","AREA # 050851","2","Yes - some difficulty","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"297","Sonemara(ST)","AREA # 050852","1","No - no difficulty","29","57","75","88","67","82","62","60","75","54","55","62","36","17","19","16","12","12","6","5","1","3","1","1","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"298","Sonemara(ST)","AREA # 050852","2","Yes - some difficulty","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"299","Htanparkway(ST)","AREA # 050853","1","No - no difficulty","21","47","53","48","53","64","44","53","56","41","33","26","25","24","5","3","3","3","2","2","2","1","-","2","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"300","Htanparkway(ST)","AREA # 050853","2","Yes - some difficulty","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"301","Pansaung(ST)","AREA # 050854","1","No - no difficulty","75","102","134","134","185","186","163","174","169","154","121","129","102","85","56","33","14","9","5","9","1","2","1","3","3","5","2","3","3","-","1","-","1","1","-","-","-","1","-","1","-","-","-","-","1","-","-","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-"
"302","Pansaung(ST)","AREA # 050854","2","Yes - some difficulty","-","-","-","1","-","-","1","1","1","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"303","Donhee(ST)","AREA # 050855","1","No - no difficulty","78","127","160","178","188","269","121","174","143","148","134","79","52","69","18","22","5","6","4","4","5","1","-","1","-","1","-","-","1","1","1","-","-","-","-","1","1","-","-","-","-","-","-","1","-","1","1","-","-","-","-","-","-","-","-","1","1","-","-","-","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"304","Yinmarpin","AREA # 050901","1","No - no difficulty","612","1117","1224","1101","1209","1250","1217","1218","1158","911","673","525","448","364","202","154","75","41","31","17","17","10","9","7","10","11","5","3","11","-","4","3","7","5","6","4","1","4","2","3","3","3","1","1","-","1","2","-","4","1","2","-","2","4","-","2","-","1","-","1","2","1","-","-","1","1","2","-","-","1","-","-","1","-","2","-","-","-","-","-","1","-","-","-","-","1"
"305","Yinmarpin","AREA # 050901","2","Yes - some difficulty","-","1","2","-","1","1","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-"
"306","Yinmarpin","AREA # 050901","4","Yes - cannot see at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"307","Salingyi","AREA # 050902","1","No - no difficulty","410","842","969","826","795","942","828","890","877","696","527","422","352","270","189","136","83","51","24","22","17","10","12","6","12","7","5","6","9","5","7","6","12","2","3","4","6","4","1","2","2","1","2","8","-","3","2","1","2","1","4","2","2","-","2","1","-","-","1","1","2","1","3","2","1","4","-","1","2","1","1","-","-","-","-","1","-","-","-","-","2","-","1","-","-","3"
"308","Salingyi","AREA # 050902","2","Yes - some difficulty","-","-","-","1","1","-","-","-","-","-","1","2","1","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1"
"309","Salingyi","AREA # 050902","3","Yes - a lot of difficulty","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"310","Salingyi","AREA # 050902","4","Yes - cannot see at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-"
"311","Palae","AREA # 050903","1","No - no difficulty","466","1215","1274","1178","1238","1254","1177","1247","1076","913","636","482","372","273","190","132","66","41","29","18","24","14","12","8","17","14","5","8","5","5","7","5","5","4","4","3","5","5","6","1","7","1","6","2","4","4","2","4","3","2","4","2","-","-","-","2","2","4","1","1","1","1","1","1","1","1","-","1","1","-","-","1","-","1","-","1","-","-","-","-","-","1","-","-","-","1"
"312","Palae","AREA # 050903","2","Yes - some difficulty","1","2","1","-","-","1","1","-","-","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-"
"313","Palae","AREA # 050903","3","Yes - a lot of difficulty","-","-","-","1","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
